[ 7  8 16 18],31
[ 7  9 13 18],30
[ 7  9 15 18],31
[ 3  9 14 18],33
[ 2  8 11 18],26
[ 2  8 12 18],27
[ 4  9 16 18],29
[ 6  9 15 18],32
[ 5  9 11 18],27
[ 5  8 14 18],27
[ 6  9 10 18],30
[ 5  9 12 18],27
[ 3  8 17 18],28
[ 6  8 17 18],27
[ 0  9 15 18],33
[ 5  8 15 18],28
[ 3  8 14 18],31
[ 2  9 13 18],30
[ 6  8 14 18],32
[ 3  8 13 18],27
[ 2  8 13 18],27
[ 1  9 11 18],28
[ 3  9 11 18],29
[ 1  8 15 18],27
[ 7  8 14 18],31
[ 4  8 13 18],26
[ 2  8 10 18],30
[ 0  9 14 18],26
[ 3  9 16 18],26
[ 2  9 17 18],28
[ 0  9 12 18],31
[ 6  9 11 18],32
[ 2  8 16 18],30
[ 3  8 12 18],27
[ 1  8 13 18],31
[ 7  9 16 18],30
[ 2  9 15 18],26
[ 7  9 17 18],33
[ 3  8 10 18],26
[ 1  9 10 18],28
[ 0  9 16 18],27
[ 7  9 11 18],30
[ 5  9 14 18],31
[ 2  9 12 18],29
[ 6  8 13 18],27
[ 5  8 16 18],31
[ 3  9 17 18],27
[ 4  9 17 18],33
[ 0  8 10 18],27
[ 2  8 14 18],26
[ 1  9 13 18],27
[ 3  8 11 18],31
[ 6  8 16 18],30
[ 0  8 16 18],30
[ 2  9 16 18],29
[ 0  9 13 18],30
[ 1  9 15 18],26
[ 6  9 12 18],27
[ 4  9 11 18],33
[ 0  8 14 18],27
[ 2  9 10 18],30
[ 2  9 14 18],33
[ 1  8 14 18],26
[ 6  9 13 18],33
[ 1  9 14 18],29
[ 6  9 16 18],30
[ 1  9 16 18],27
[ 5  9 13 18],32
[ 0  8 15 18],27
[ 7  8 10 18],26
[ 4  9 12 18],29
[ 4  8 15 18],30
[ 2  8 15 18],27
[ 0  9 11 18],26
[ 1  8 10 18],26
[ 6  8 15 18],30
[ 3  9 15 18],30
[ 7  8 13 18],26
[ 5  9 15 18],26
[ 5  8 10 18],27
[ 3  8 15 18],31
[ 4  8 11 18],31
[ 2  8 17 18],31
[ 4  9 15 18],26
[ 1  8 12 18],33
[ 1  8 17 18],33
[ 7  9 10 18],27
[ 7  8 17 18],32
[ 0  9 10 18],30
[ 4  9 10 18],30
[ 4  9 13 18],32
[ 1  9 12 18],26
[ 0  8 11 18],27
[ 3  9 13 18],31
[ 0  9 17 18],27
[ 1  9 17 18],30
[ 6  9 14 18],32
[ 7  9 12 18],27
[ 4  8 16 18],28
[ 4  9 14 18],32
[ 1  8 16 18],30
[ 7  9 14 18],26
[ 0  8 13 18],29
[ 4  8 10 18],31
[ 5  9 16 18],29
[ 3  8 16 18],30
[ 5  9 10 18],30
[ 5  8 13 18],27
[ 3  9 10 18],29
[ 1  8 11 18],26
[ 0  8 17 18],30
[ 7  8 12 18],28
[ 6  8 10 18],32
[ 7  8 11 18],30
[ 5  8 12 18],30
[ 4  8 12 18],32
[ 0  8 12 18],30
[ 6  8 12 18],30
[ 5  8 17 18],30
[ 6  9 10 19],32
[ 0  9 11 19],27
[ 0  8 14 19],27
[ 2  9 16 19],33
[ 1  8 14 19],26
[ 2  9 13 19],31
[ 2  8 15 19],30
[ 4  8 13 19],26
[ 2  9 15 19],26
[ 6  9 13 19],32
[ 0  8 10 19],27
[ 3  9 15 19],29
[ 1  9 13 19],28
[ 0  8 15 19],30
[ 0  9 14 19],28
[ 7  8 12 19],32
[ 1  9 15 19],26
[ 5  9 12 19],27
[ 4  8 17 19],28
[ 7  8 13 19],28
[ 7  8 17 19],31
[ 3  9 14 19],26
[ 2  8 12 19],28
[ 0  9 15 19],28
[ 7  9 10 19],28
[ 1  8 15 19],26
[ 4  9 17 19],32
[ 3  9 17 19],27
[ 2  8 10 19],27
[ 1  8 11 19],27
[ 2  8 17 19],32
[ 7  9 11 19],31
[ 0  9 16 19],29
[ 1  8 17 19],33
[ 1  8 10 19],26
[ 4  9 16 19],33
[ 7  8 16 19],26
[ 1  8 13 19],26
[ 4  9 11 19],30
[ 5  9 16 19],29
[ 2  9 12 19],27
[ 2  8 16 19],26
[ 5  9 15 19],27
[ 5  9 14 19],33
[ 5  8 12 19],31
[ 2  9 14 19],28
[ 7  9 16 19],28
[ 3  8 13 19],27
[ 7  9 17 19],27
[ 6  8 13 19],32
[ 6  8 17 19],28
[ 3  8 14 19],26
[ 2  8 11 19],26
[ 1  9 16 19],29
[ 7  8 11 19],27
[ 4  8 16 19],33
[ 4  8 15 19],26
[ 7  9 12 19],27
[ 4  8 10 19],30
[ 1  8 16 19],26
[ 7  8 14 19],26
[ 4  9 14 19],30
[ 2  9 17 19],27
[ 6  8 15 19],31
[ 7  9 15 19],27
[ 6  9 11 19],32
[ 6  9 15 19],26
[ 2  8 14 19],27
[ 3  9 16 19],28
[ 5  8 11 19],27
[ 1  9 14 19],30
[ 5  9 11 19],27
[ 6  9 14 19],30
[ 2  9 11 19],26
[ 3  8 17 19],27
[ 3  8 11 19],26
[ 1  9 12 19],26
[ 5  9 13 19],30
[ 0  8 12 19],26
[ 0  9 12 19],27
[ 5  9 10 19],26
[ 7  8 10 19],27
[ 1  9 10 19],28
[ 6  9 17 19],30
[ 4  9 10 19],33
[ 1  8 12 19],31
[ 5  8 16 19],27
[ 3  8 12 19],27
[ 6  9 16 19],29
[ 1  9 11 19],27
[ 3  9 11 19],26
[ 5  8 17 19],31
[ 6  8 14 19],32
[ 3  8 10 19],29
[ 4  9 15 19],30
[ 5  8 10 19],27
[ 5  9 17 19],30
[ 4  9 13 19],28
[ 2  9 10 19],26
[ 4  9 12 19],27
[ 0  9 13 19],33
[ 0  8 16 19],27
[ 2  8 13 19],26
[ 3  9 12 19],28
[ 7  9 14 19],27
[ 4  8 14 19],27
[ 3  8 16 19],26
[ 6  8 11 19],30
[ 0  9 10 19],28
[ 5  8 13 19],33
[ 0  8 13 19],27
[ 3  9 10 19],29
[ 7  9 13 19],31
[ 6  9 12 19],30
[ 6  8 12 19],28
[ 1  9 17 19],33
[ 0  8 17 19],33
[ 3  9 13 19],28
[ 0  9 17 19],27
[ 6  8 10 19],32
[ 5  8 15 19],27
[ 0  8 11 19],30
[ 4  8 12 19],29
[ 4  8 11 19],31
[ 3  8 15 19],29
[ 7  8 15 19],27
[ 6  8 16 19],32
[ 5  8 14 19],33
[ 0  9 15 20],30
[ 5  9 15 20],27
[ 7  9 17 20],28
[ 3  8 13 20],31
[ 5  8 13 20],28
[ 3  9 12 20],28
[ 0  9 17 20],28
[ 5  9 11 20],33
[ 1  9 14 20],26
[ 2  9 14 20],29
[ 3  9 11 20],26
[ 5  8 17 20],27
[ 6  9 15 20],30
[ 2  9 13 20],27
[ 5  8 10 20],27
[ 5  8 16 20],28
[ 4  8 10 20],27
[ 6  9 13 20],28
[ 6  9 16 20],28
[ 3  9 10 20],29
[ 6  9 12 20],32
[ 7  8 14 20],30
[ 7  9 14 20],33
[ 1  8 15 20],31
[ 7  9 13 20],27
[ 0  8 11 20],28
[ 0  9 11 20],30
[ 3  9 15 20],27
[ 7  8 17 20],26
[ 3  8 11 20],28
[ 4  9 13 20],28
[ 4  8 15 20],26
[ 6  8 15 20],30
[ 5  9 13 20],27
[ 3  8 12 20],30
[ 0  8 15 20],30
[ 2  8 16 20],28
[ 0  9 10 20],27
[ 2  9 11 20],26
[ 1  8 11 20],28
[ 1  8 10 20],30
[ 1  8 17 20],26
[ 1  9 11 20],32
[ 1  9 16 20],31
[ 4  9 15 20],31
[ 4  8 14 20],29
[ 2  8 10 20],27
[ 3  8 10 20],26
[ 0  8 16 20],28
[ 1  9 10 20],26
[ 7  8 16 20],28
[ 2  9 15 20],27
[ 2  9 12 20],27
[ 5  8 12 20],27
[ 6  8 16 20],28
[ 7  9 12 20],26
[ 3  9 14 20],33
[ 5  9 12 20],26
[ 5  9 17 20],32
[ 5  8 11 20],29
[ 4  8 16 20],28
[ 2  9 16 20],26
[ 3  8 15 20],29
[ 2  8 14 20],29
[ 0  8 17 20],27
[ 4  8 17 20],31
[ 2  9 10 20],28
[ 3  8 16 20],28
[ 7  8 10 20],33
[ 2  9 17 20],26
[ 3  9 17 20],30
[ 4  9 10 20],27
[ 4  8 13 20],27
[ 5  8 14 20],31
[ 7  9 16 20],26
[ 1  8 16 20],28
[ 7  8 11 20],33
[ 5  9 10 20],27
[ 2  8 13 20],27
[ 6  9 17 20],33
[ 0  9 14 20],27
[ 1  9 17 20],28
[ 3  9 13 20],32
[ 3  9 16 20],28
[ 4  9 16 20],27
[ 5  9 14 20],31
[ 4  9 14 20],33
[ 0  9 13 20],31
[ 0  8 14 20],29
[ 2  8 17 20],27
[ 3  8 17 20],31
[ 1  8 13 20],26
[ 5  8 15 20],31
[ 0  9 16 20],33
[ 6  8 13 20],31
[ 7  9 11 20],28
[ 7  9 15 20],28
[ 4  9 17 20],28
[ 4  8 12 20],31
[ 1  9 15 20],28
[ 0  9 12 20],30
[ 4  9 12 20],33
[ 0  8 10 20],30
[ 2  8 11 20],32
[ 6  9 10 20],31
[ 2  8 15 20],29
[ 1  9 13 20],27
[ 2  8 12 20],26
[ 6  9 11 20],32
[ 6  8 12 20],30
[ 7  8 13 20],27
[ 1  8 14 20],29
[ 7  9 10 20],27
[ 5  9 16 20],27
[ 7  8 12 20],26
[ 4  8 11 20],27
[ 6  8 14 20],27
[ 6  8 11 20],28
[ 0  8 12 20],27
[ 6  8 10 20],33
[ 4  9 11 20],28
[ 1  9 12 20],27
[ 1  8 12 20],26
[ 6  8 17 20],32
[ 0  8 13 20],27
[ 3  8 14 20],30
[ 7  8 15 20],31
[ 6  9 14 20],30
[ 2  9 17 21],33
[ 4  8 15 21],32
[ 1  8 12 21],26
[ 5  8 15 21],27
[ 5  8 14 21],33
[ 0  9 11 21],30
[ 6  9 16 21],31
[ 4  8 12 21],27
[ 5  9 17 21],28
[ 1  8 15 21],28
[ 2  8 12 21],26
[ 2  8 17 21],30
[ 1  9 14 21],33
[ 2  8 13 21],26
[ 7  8 15 21],31
[ 0  9 14 21],27
[ 3  8 13 21],30
[ 2  9 16 21],26
[ 7  8 12 21],26
[ 2  8 16 21],26
[ 0  8 16 21],30
[ 7  8 11 21],26
[ 2  9 13 21],26
[ 6  9 15 21],31
[ 1  9 16 21],26
[ 5  9 14 21],27
[ 5  8 17 21],27
[ 4  9 13 21],31
[ 1  9 10 21],31
[ 2  9 11 21],27
[ 5  9 15 21],27
[ 2  9 15 21],31
[ 7  8 14 21],30
[ 3  9 15 21],29
[ 4  9 17 21],33
[ 2  8 10 21],28
[ 4  8 11 21],31
[ 6  8 13 21],27
[ 0  9 16 21],31
[ 2  8 14 21],30
[ 7  9 14 21],30
[ 2  9 12 21],31
[ 5  8 13 21],32
[ 5  9 13 21],26
[ 7  9 15 21],27
[ 4  8 17 21],30
[ 3  8 10 21],30
[ 6  9 14 21],30
[ 2  9 10 21],30
[ 2  9 14 21],31
[ 4  8 16 21],31
[ 1  9 11 21],26
[ 3  9 11 21],27
[ 3  8 12 21],31
[ 6  8 11 21],32
[ 7  9 10 21],26
[ 4  9 14 21],27
[ 1  8 16 21],29
[ 0  8 13 21],27
[ 0  8 14 21],30
[ 3  8 14 21],30
[ 7  8 17 21],27
[ 6  9 17 21],32
[ 3  8 16 21],26
[ 7  8 10 21],33
[ 1  9 13 21],27
[ 5  9 10 21],27
[ 5  9 12 21],29
[ 7  8 13 21],26
[ 3  8 17 21],26
[ 0  9 13 21],28
[ 7  9 16 21],27
[ 1  8 11 21],31
[ 5  9 16 21],33
[ 1  8 14 21],31
[ 4  9 10 21],30
[ 4  8 10 21],28
[ 1  8 10 21],28
[ 7  8 16 21],26
[ 4  9 12 21],28
[ 0  9 10 21],28
[ 5  8 16 21],33
[ 3  9 17 21],29
[ 3  9 13 21],29
[ 1  8 17 21],26
[ 1  9 12 21],30
[ 6  9 13 21],29
[ 4  9 15 21],29
[ 4  8 14 21],33
[ 1  9 17 21],28
[ 2  8 15 21],30
[ 6  8 15 21],29
[ 6  9 10 21],32
[ 1  9 15 21],29
[ 3  9 16 21],31
[ 5  8 12 21],27
[ 3  9 14 21],26
[ 6  8 10 21],33
[ 5  8 10 21],30
[ 4  9 16 21],30
[ 1  8 13 21],26
[ 6  8 14 21],30
[ 7  9 11 21],32
[ 2  8 11 21],31
[ 4  9 11 21],33
[ 0  8 11 21],30
[ 0  9 17 21],33
[ 6  8 16 21],30
[ 7  9 17 21],28
[ 3  9 12 21],33
[ 3  8 11 21],31
[ 0  8 10 21],30
[ 3  8 15 21],32
[ 7  9 12 21],33
[ 0  9 12 21],30
[ 0  8 12 21],27
[ 6  9 12 21],28
[ 0  8 17 21],27
[ 0  8 15 21],31
[ 3  9 10 21],27
[ 5  9 11 21],27
[ 6  8 12 21],31
[ 7  9 13 21],30
[ 0  9 15 21],31
[ 4  8 13 21],27
[ 5  8 11 21],31
[ 6  9 11 21],30
[ 6  8 17 21],30
[ 7  8 10 22],30
[ 1  8 15 22],26
[ 0  8 15 22],27
[ 0  8 17 22],28
[ 2  8 12 22],28
[ 7  9 13 22],27
[ 7  8 11 22],26
[ 0  8 10 22],30
[ 7  9 15 22],30
[ 7  9 11 22],31
[ 7  8 14 22],26
[ 0  9 13 22],29
[ 1  9 10 22],29
[ 0  9 14 22],30
[ 2  9 17 22],27
[ 0  8 12 22],28
[ 6  9 16 22],26
[ 2  9 10 22],31
[ 2  8 14 22],27
[ 3  8 16 22],30
[ 5  8 12 22],33
[ 3  8 12 22],27
[ 4  8 14 22],26
[ 3  9 15 22],29
[ 6  9 11 22],28
[ 3  9 11 22],28
[ 4  8 11 22],33
[ 3  9 16 22],29
[ 3  8 11 22],30
[ 3  9 12 22],33
[ 1  9 14 22],31
[ 7  9 10 22],30
[ 5  8 11 22],27
[ 1  8 17 22],27
[ 5  9 12 22],33
[ 4  9 11 22],28
[ 3  9 14 22],33
[ 4  9 15 22],33
[ 4  9 13 22],31
[ 5  9 16 22],29
[ 2  8 13 22],26
[ 7  9 16 22],27
[ 6  9 10 22],33
[ 1  9 16 22],30
[ 7  9 12 22],27
[ 2  8 11 22],27
[ 0  9 15 22],33
[ 6  8 15 22],27
[ 1  9 15 22],31
[ 5  9 15 22],27
[ 5  8 16 22],30
[ 1  8 13 22],27
[ 2  9 13 22],27
[ 7  8 16 22],31
[ 2  8 17 22],31
[ 0  8 14 22],27
[ 4  8 17 22],30
[ 2  9 16 22],30
[ 5  9 14 22],33
[ 4  8 13 22],26
[ 3  9 13 22],26
[ 2  9 14 22],30
[ 4  8 12 22],32
[ 1  8 12 22],31
[ 2  9 11 22],30
[ 3  8 15 22],29
[ 4  9 17 22],30
[ 4  8 16 22],30
[ 2  9 15 22],30
[ 4  9 16 22],30
[ 2  8 10 22],30
[ 0  8 11 22],30
[ 0  8 16 22],26
[ 2  8 15 22],26
[ 0  9 16 22],28
[ 1  9 11 22],28
[ 4  9 10 22],33
[ 5  8 14 22],27
[ 6  9 15 22],27
[ 1  8 14 22],26
[ 5  9 13 22],32
[ 7  8 15 22],26
[ 0  9 11 22],33
[ 5  9 17 22],27
[ 3  9 10 22],29
[ 2  8 16 22],31
[ 3  8 10 22],30
[ 5  8 10 22],30
[ 3  8 17 22],32
[ 5  8 13 22],27
[ 1  8 10 22],30
[ 6  8 14 22],30
[ 6  8 13 22],30
[ 6  8 10 22],30
[ 4  8 10 22],30
[ 1  8 11 22],26
[ 6  8 11 22],30
[ 1  9 13 22],31
[ 1  9 17 22],26
[ 6  9 12 22],33
[ 6  8 16 22],32
[ 1  9 12 22],33
[ 1  8 16 22],30
[ 7  8 17 22],33
[ 5  9 10 22],28
[ 2  9 12 22],27
[ 0  9 17 22],27
[ 4  9 12 22],26
[ 0  9 12 22],31
[ 4  9 14 22],28
[ 0  9 10 22],31
[ 5  8 17 22],31
[ 0  8 13 22],30
[ 5  9 11 22],32
[ 7  9 14 22],30
[ 3  9 17 22],32
[ 6  8 12 22],32
[ 6  8 17 22],28
[ 5  8 15 22],27
[ 7  8 13 22],26
[ 6  9 17 22],32
[ 3  8 13 22],27
[ 7  8 12 22],31
[ 6  9 13 22],33
[ 6  9 14 22],32
[ 3  8 14 22],30
[ 4  8 15 22],30
[ 7  9 17 22],30
[ 4  9 13 23],31
[ 6  9 15 23],26
[ 4  8 14 23],27
[ 2  9 16 23],31
[ 6  9 14 23],32
[ 1  8 13 23],30
[ 7  9 11 23],31
[ 6  8 12 23],27
[ 7  9 10 23],33
[ 7  9 15 23],26
[ 2  9 15 23],31
[ 6  8 11 23],32
[ 1  8 10 23],27
[ 3  8 12 23],32
[ 0  9 15 23],31
[ 5  9 17 23],28
[ 0  9 10 23],33
[ 1  9 12 23],28
[ 2  9 17 23],26
[ 2  9 12 23],29
[ 6  8 14 23],31
[ 3  8 14 23],31
[ 0  8 15 23],27
[ 3  9 14 23],30
[ 0  8 10 23],27
[ 0  9 12 23],31
[ 0  8 17 23],31
[ 4  8 10 23],26
[ 0  9 11 23],28
[ 4  9 15 23],27
[ 2  8 10 23],26
[ 2  9 14 23],31
[ 7  8 16 23],31
[ 2  8 16 23],27
[ 2  8 15 23],27
[ 1  8 12 23],28
[ 1  8 11 23],26
[ 0  9 17 23],27
[ 4  8 16 23],27
[ 1  9 11 23],29
[ 6  9 10 23],31
[ 7  8 11 23],26
[ 4  9 12 23],30
[ 2  8 14 23],27
[ 7  9 13 23],29
[ 3  8 11 23],30
[ 1  9 17 23],27
[ 2  8 11 23],27
[ 3  8 13 23],30
[ 3  8 17 23],33
[ 6  8 13 23],32
[ 4  9 14 23],33
[ 7  8 13 23],31
[ 1  9 10 23],33
[ 2  9 10 23],31
[ 5  9 12 23],28
[ 6  8 10 23],31
[ 7  8 10 23],26
[ 4  8 15 23],30
[ 6  9 13 23],30
[ 2  9 13 23],28
[ 5  8 17 23],33
[ 7  9 17 23],27
[ 0  9 14 23],31
[ 4  9 11 23],31
[ 5  9 14 23],31
[ 5  8 15 23],27
[ 0  8 14 23],27
[ 6  9 16 23],29
[ 7  9 12 23],31
[ 2  8 17 23],27
[ 0  8 16 23],27
[ 5  8 13 23],31
[ 4  8 11 23],27
[ 6  9 17 23],28
[ 7  8 12 23],27
[ 0  8 12 23],31
[ 5  9 11 23],27
[ 3  8 15 23],26
[ 2  9 11 23],26
[ 7  8 17 23],28
[ 1  9 13 23],30
[ 4  8 13 23],32
[ 7  9 16 23],33
[ 2  8 12 23],27
[ 6  9 12 23],31
[ 5  8 14 23],27
[ 5  9 13 23],29
[ 5  9 10 23],31
[ 4  9 10 23],31
[ 0  8 11 23],27
[ 3  9 12 23],28
[ 1  9 14 23],33
[ 1  9 16 23],33
[ 1  8 14 23],26
[ 1  9 15 23],31
[ 3  9 16 23],31
[ 0  8 13 23],31
[ 1  8 16 23],29
[ 1  8 15 23],26
[ 0  9 16 23],29
[ 3  8 16 23],31
[ 3  9 13 23],32
[ 5  8 16 23],31
[ 4  9 17 23],28
[ 0  9 13 23],27
[ 6  9 11 23],32
[ 3  9 10 23],31
[ 5  9 16 23],27
[ 2  8 13 23],32
[ 3  9 17 23],28
[ 6  8 15 23],31
[ 3  8 10 23],29
[ 4  9 16 23],29
[ 7  8 15 23],26
[ 3  9 15 23],30
[ 4  8 12 23],33
[ 3  9 11 23],32
[ 7  9 14 23],29
[ 5  8 10 23],31
[ 1  8 17 23],27
[ 5  9 15 23],26
[ 4  8 17 23],29
[ 6  8 17 23],28
[ 6  8 16 23],30
[ 5  8 11 23],27
[ 5  8 12 23],28
[ 7  8 14 23],29
[ 2  9 12 24],27
[ 2  9 15 24],27
[ 6  8 10 24],30
[ 2  8 13 24],30
[ 6  8 11 24],30
[ 1  8 13 24],30
[ 4  8 14 24],31
[ 2  9 16 24],26
[ 5  9 11 24],27
[ 4  9 10 24],31
[ 6  9 15 24],31
[ 4  8 16 24],27
[ 4  9 15 24],27
[ 3  8 16 24],26
[ 5  9 16 24],27
[ 1  9 16 24],26
[ 4  8 12 24],26
[ 3  8 10 24],28
[ 3  9 14 24],27
[ 6  9 11 24],30
[ 1  8 15 24],29
[ 4  9 13 24],31
[ 6  8 14 24],32
[ 3  8 17 24],26
[ 6  9 13 24],30
[ 0  8 10 24],28
[ 1  9 15 24],26
[ 6  9 14 24],31
[ 7  8 15 24],29
[ 1  9 10 24],28
[ 6  9 16 24],31
[ 7  9 13 24],27
[ 4  8 13 24],26
[ 2  9 14 24],29
[ 7  8 17 24],27
[ 7  9 10 24],31
[ 3  8 13 24],32
[ 5  9 14 24],27
[ 2  8 17 24],27
[ 3  9 10 24],32
[ 0  8 14 24],30
[ 0  9 16 24],31
[ 1  9 12 24],28
[ 2  8 16 24],26
[ 6  8 13 24],27
[ 7  9 15 24],26
[ 2  8 15 24],29
[ 5  8 14 24],30
[ 4  8 17 24],30
[ 6  9 17 24],28
[ 4  9 12 24],33
[ 4  8 10 24],30
[ 3  9 11 24],33
[ 5  9 15 24],27
[ 5  9 13 24],30
[ 0  9 15 24],33
[ 5  9 12 24],27
[ 7  9 14 24],28
[ 7  8 10 24],30
[ 0  8 17 24],27
[ 4  9 14 24],30
[ 2  9 13 24],27
[ 5  9 10 24],32
[ 6  8 17 24],32
[ 1  9 14 24],27
[ 2  8 14 24],31
[ 3  9 17 24],30
[ 1  8 17 24],26
[ 3  8 15 24],30
[ 2  8 11 24],32
[ 2  9 11 24],28
[ 7  8 14 24],30
[ 0  9 11 24],31
[ 2  8 12 24],27
[ 7  8 16 24],26
[ 6  9 12 24],32
[ 0  8 11 24],32
[ 3  8 14 24],31
[ 1  8 14 24],30
[ 3  9 15 24],26
[ 2  9 17 24],29
[ 1  8 10 24],27
[ 5  9 17 24],31
[ 7  9 16 24],26
[ 5  8 10 24],33
[ 5  8 16 24],31
[ 1  9 13 24],27
[ 1  9 11 24],28
[ 5  8 11 24],32
[ 6  8 15 24],26
[ 6  9 10 24],31
[ 5  8 15 24],31
[ 4  9 11 24],30
[ 0  8 13 24],31
[ 7  9 11 24],31
[ 1  8 11 24],30
[ 2  8 10 24],33
[ 7  8 12 24],27
[ 3  9 13 24],30
[ 4  8 11 24],29
[ 0  9 13 24],30
[ 1  9 17 24],28
[ 3  9 16 24],31
[ 6  8 12 24],31
[ 4  9 17 24],28
[ 2  9 10 24],27
[ 4  8 15 24],30
[ 0  9 14 24],30
[ 1  8 16 24],31
[ 0  8 15 24],31
[ 5  8 12 24],27
[ 0  9 10 24],31
[ 4  9 16 24],27
[ 5  8 17 24],27
[ 7  8 13 24],31
[ 3  8 11 24],32
[ 3  9 12 24],30
[ 0  9 12 24],31
[ 7  8 11 24],26
[ 7  9 17 24],31
[ 5  8 13 24],31
[ 3  8 12 24],26
[ 0  9 17 24],31
[ 0  8 16 24],27
[ 6  8 16 24],31
[ 0  8 12 24],31
[ 1  8 12 24],33
[ 7  9 12 24],30
[ 2  8 15 25],26
[ 7  8 12 25],27
[ 5  9 11 25],27
[ 2  9 12 25],27
[ 0  8 17 25],27
[ 4  8 13 25],33
[ 5  8 13 25],33
[ 5  8 15 25],26
[ 3  9 14 25],30
[ 4  9 13 25],27
[ 0  9 16 25],26
[ 2  8 16 25],26
[ 2  9 11 25],27
[ 6  9 11 25],32
[ 4  8 17 25],31
[ 7  9 13 25],30
[ 4  8 15 25],26
[ 4  9 14 25],26
[ 0  8 12 25],27
[ 2  8 10 25],26
[ 4  8 12 25],30
[ 5  8 16 25],33
[ 2  9 17 25],26
[ 3  8 11 25],27
[ 1  9 13 25],32
[ 3  8 16 25],31
[ 0  9 11 25],32
[ 1  9 17 25],32
[ 7  8 13 25],33
[ 4  9 15 25],30
[ 5  8 11 25],28
[ 3  9 10 25],26
[ 0  9 17 25],30
[ 0  8 11 25],27
[ 7  8 11 25],27
[ 2  9 15 25],27
[ 2  8 14 25],26
[ 1  9 15 25],27
[ 4  8 10 25],29
[ 6  8 12 25],27
[ 6  9 13 25],27
[ 1  8 13 25],33
[ 6  8 14 25],32
[ 2  9 13 25],32
[ 3  9 15 25],30
[ 5  9 13 25],28
[ 3  8 17 25],30
[ 7  9 14 25],28
[ 2  8 11 25],27
[ 3  8 13 25],33
[ 1  8 17 25],26
[ 5  9 15 25],27
[ 3  8 10 25],26
[ 2  9 14 25],26
[ 6  9 16 25],30
[ 2  8 13 25],33
[ 5  9 17 25],30
[ 5  9 14 25],27
[ 6  9 14 25],26
[ 1  9 10 25],26
